	Point 1 (Reference Step: 0)		Point 1 (Reference Step: 0)		Point 2 (Reference Step: 0)		Point 2 (Reference Step: 0)	
Step No.	x Displacement	Uncertainty of x Displacement	y Displacement	Uncertainty of y Displacement	x Displacement	Uncertainty of x Displacement	y Displacement	Uncertainty of y Displacement
	Displacement/mm	Displacement/mm	Displacement/mm	Displacement/mm	Displacement/mm	Displacement/mm	Displacement/mm	Displacement/mm
537	-19.3301	0.00412879	31.9288	0.00320764	-13.0032	0.00444371	24.8544	0.00346806
538	-19.3392	0.00429992	31.9369	0.00338147	-13.0125	0.00460832	24.8603	0.00358272
539	-19.358	0.00402685	31.9422	0.00375403	-13.0162	0.00450294	24.8642	0.00353172
540	-19.3652	0.00423419	31.9506	0.00388162	-13.0212	0.00450295	24.8731	0.00345184
541	-19.3709	0.00418472	31.9534	0.00390182	-13.0259	0.00466111	24.8747	0.00354632
542	-19.3748	0.00402714	31.9618	0.00333818	-13.02	0.00426629	24.8911	0.00343764
543	-19.3978	0.00411057	31.9693	0.00385008	-13.0453	0.00467542	24.8913	0.00355725
544	-19.4099	0.00421391	31.9746	0.00390608	-13.051	0.00477764	24.9	0.00362934
545	-19.4194	0.00421995	31.9809	0.00396232	-13.0526	0.00470153	24.9045	0.0035463
546	-19.4936	0.00389906	32.0497	0.00366153	-13.1092	0.00422556	24.9605	0.00339588
547	-19.831	0.00400782	32.3249	0.00308458	-13.3406	0.00436521	25.1839	0.00347661
548	-20.2166	0.0045684	32.6362	0.00343778	-13.587	0.00481498	25.4424	0.00359417
549	-20.5491	0.00467591	32.9041	0.00359997	-13.8198	0.00456132	25.6717	0.00363675
550	-20.8582	0.00462011	33.1809	0.0035215	-14.0291	0.00457597	25.9206	0.0035678
551	-21.0813	0.00476672	33.3834	0.00363108	-14.1979	0.00474724	26.093	0.00356083
552	-21.2926	0.00426663	33.5399	0.00390489	-14.3342	0.00482313	26.2309	0.00367061
553	-21.5893	0.0045232	33.7811	0.00353646	-14.5324	0.00462486	26.4401	0.00376184
554	-21.8713	0.0048279	34.0191	0.00370167	-14.7437	0.00467631	26.6385	0.00356831
555	-22.1059	0.00468624	34.1991	0.00362946	-14.8989	0.00423364	26.7997	0.00339982
556	-22.2843	0.00478788	34.345	0.00378466	-15.0254	0.00419368	26.9274	0.00337256
557	-22.4768	0.00469337	34.4868	0.00367058	-15.1534	0.00422667	27.0547	0.00344304
558	-22.8538	0.00450972	34.7791	0.00361135	-15.4176	0.00423605	27.3101	0.00347007
559	-23.2758	0.00456403	35.0872	0.00344555	-15.7079	0.00427452	27.5766	0.0034148
560	-23.5937	0.00454229	35.3082	0.0036991	-15.9257	0.00403588	27.7809	0.00328026
561	-23.845	0.00442304	35.4906	0.00347984	-16.0972	0.0040151	27.9366	0.00327321
562	-24.2087	0.00412126	35.7402	0.00324908	-16.347	0.00413984	28.1534	0.00343657
563	-24.648	0.00438108	36.0335	0.00349921	-16.638	0.00456575	28.4133	0.00378954
564	-24.9955	0.00421532	36.2922	0.00342677	-16.8813	0.00444539	28.641	0.00353616
565	-25.265	0.00443444	36.4615	0.00354908	-17.0705	0.00436324	28.7988	0.00364706
566	-25.5163	0.00470938	36.6246	0.00368779	-17.2446	0.0041211	28.9452	0.00352635
567	-25.7636	0.00462733	36.7882	0.00370708	-17.4057	0.00445108	29.0931	0.0036922
568	-25.9586	0.00403877	36.9112	0.00330205	-17.5468	0.00447673	29.202	0.00375234
569	-26.1178	0.0041424	37.0134	0.00345023	-17.652	0.00414516	29.3009	0.00351943
570	-26.2523	0.00397887	37.0993	0.00339465	-17.757	0.00457647	29.3749	0.00374217
571	-26.4662	0.00388582	37.2343	0.0033484	-17.8991	0.00438456	29.4971	0.00364002
572	-26.6779	0.00449049	37.3657	0.00375096	-18.041	0.0044525	29.622	0.00374373
573	-26.8608	0.00428421	37.4897	0.00353852	-18.1679	0.00413881	29.7253	0.00361224
574	-27.0188	0.00459115	37.5846	0.0038256	-18.2846	0.0044673	29.8189	0.00370116
575	-27.1427	0.00431727	37.6677	0.00371914	-18.3729	0.00431302	29.8906	0.0037217
576	-27.3091	0.00438855	37.7641	0.00353961	-18.4824	0.00423198	29.9813	0.00372401
577	-27.6303	0.00430254	37.9566	0.00353439	-18.7029	0.00439456	30.1572	0.00372854
578	-27.9294	0.00440737	38.1405	0.00374621	-18.9214	0.00448631	30.3269	0.00383677
579	-28.1842	0.00390577	38.2978	0.00330953	-19.0933	0.00453039	30.4772	0.00386215
580	-28.3851	0.00401234	38.4116	0.00341441	-19.2302	0.00446258	30.5848	0.00389226
581	-28.5732	0.00416693	38.5286	0.0036481	-19.3636	0.00450759	30.6899	0.00395149
582	-28.8063	0.00428714	38.6568	0.00360526	-19.5299	0.00421926	30.811	0.00369472
583	-29.0052	0.00394467	38.7784	0.00328816	-19.6586	0.00426416	30.9233	0.00385251
584	-29.1666	0.00391352	38.8654	0.003495	-19.78	0.00437481	31.0021	0.00394661
585	-29.2967	0.0037001	38.9434	0.00335105	-19.8669	0.0047569	31.079	0.00406108
586	-29.405	0.00369743	39.0007	0.00339097	-19.9421	0.00420976	31.13	0.00382275
587	-29.4996	0.00377525	39.0565	0.00341841	-20.0094	0.00475033	31.1856	0.00402693
588	-29.5685	0.00388534	39.094	0.00353944	-20.0609	0.00388676	31.2174	0.00357432
589	-29.6464	0.0038317	39.1399	0.0035006	-20.1075	0.00428045	31.2634	0.00384693
590	-29.6973	0.00375395	39.1651	0.00344051	-20.1529	0.00449299	31.2902	0.00395233
591	-29.7545	0.00393554	39.1933	0.00367326	-20.1842	0.0041398	31.318	0.00367437
592	-29.8083	0.00369042	39.2195	0.00338801	-20.2239	0.00431632	31.3412	0.0038235
593	-29.8724	0.00401131	39.264	0.00361561	-20.2754	0.00441847	31.3762	0.00379814
594	-29.9527	0.00373622	39.2973	0.00334151	-20.3208	0.00394067	31.4188	0.00367148
595	-30.0254	0.00382768	39.3399	0.00345905	-20.3772	0.00465965	31.4504	0.00401982
596	-30.0872	0.0039865	39.3755	0.00345018	-20.4249	0.00406614	31.4864	0.00356725
597	-30.1468	0.00420263	39.4025	0.00356552	-20.459	0.00407808	31.5135	0.00369208
598	-30.2009	0.00413289	39.4284	0.00349043	-20.4962	0.00438025	31.5396	0.00392364
599	-30.2514	0.00436984	39.4544	0.0036394	-20.539	0.0046194	31.5625	0.00399927
600	-30.3444	0.00441848	39.4955	0.0035628	-20.5921	0.00426215	31.603	0.00378969
601	-30.4459	0.00451742	39.5489	0.00356009	-20.6592	0.00417293	31.6502	0.00381804
602	-30.5276	0.0051769	39.592	0.00378329	-20.7209	0.00436176	31.6962	0.00385406
603	-30.6117	0.0043164	39.6348	0.00349868	-20.7852	0.00469688	31.7316	0.00401514
604	-30.6819	0.0044906	39.6711	0.00364414	-20.8294	0.00394596	31.7693	0.00359796
605	-30.7396	0.00436145	39.6979	0.00349857	-20.8677	0.00421135	31.8017	0.00382691
606	-30.7933	0.004338	39.7287	0.00359736	-20.9116	0.00465306	31.8234	0.004023
607	-30.8466	0.00422208	39.7531	0.00349174	-20.9479	0.00476215	31.8492	0.0040319
608	-30.8914	0.00431817	39.7788	0.00357051	-20.9806	0.00426132	31.873	0.00371876
609	-30.9334	0.00434185	39.8013	0.00356609	-21.0035	0.00445575	31.8965	0.00393905
610	-30.9735	0.0043187	39.8177	0.00357454	-21.033	0.00445317	31.914	0.00391077
611	-31.0134	0.0041425	39.8379	0.00345359	-21.06	0.00436179	31.9341	0.0039135
612	-31.0442	0.00420841	39.8597	0.00345589	-21.0817	0.00432068	31.9521	0.00390074
613	-31.0847	0.00420674	39.8784	0.00351757	-21.107	0.00444937	31.9681	0.00390704
614	-31.1187	0.00414481	39.8882	0.00350275	-21.1295	0.00466343	31.9837	0.00402517
615	-31.1466	0.00406819	39.9088	0.00342642	-21.1554	0.00460892	31.9963	0.00392626
616	-31.186	0.00413921	39.9341	0.00341763	-21.1788	0.00450485	32.0178	0.00392393
617	-31.1964	0.00428044	39.9407	0.00348397	-21.1862	0.00425802	32.0276	0.00383426
618	-31.2331	0.00436485	39.9539	0.00363558	-21.2098	0.00405346	32.0424	0.00376066
619	-31.2586	0.00410793	39.9668	0.00347982	-21.228	0.00416078	32.057	0.00377813
620	-31.281	0.00409394	39.9748	0.00343003	-21.249	0.00431094	32.071	0.00390838
621	-31.3154	0.0040552	39.9941	0.00351491	-21.2785	0.00454275	32.0821	0.00399231
622	-31.347	0.00403479	40.0057	0.00356087	-21.293	0.00467618	32.0944	0.0040693
623	-31.3709	0.004037	40.0205	0.00350124	-21.3145	0.00464607	32.106	0.00407127
624	-31.3919	0.00384228	40.028	0.00331525	-21.3286	0.00463586	32.1159	0.00404635
625	-31.417	0.0042001	40.0457	0.00370553	-21.345	0.00446329	32.135	0.0039319
626	-31.4442	0.00423054	40.0591	0.00366432	-21.366	0.00424901	32.146	0.00380571
627	-31.4663	0.00415445	40.0717	0.00357779	-21.3802	0.0041927	32.1572	0.0038345
628	-31.4937	0.00421959	40.0778	0.00356083	-21.3968	0.00430092	32.1654	0.00379891
629	-31.5174	0.00410886	40.0883	0.00350644	-21.4163	0.00460431	32.1792	0.00397802
630	-31.5389	0.00406121	40.0998	0.00352885	-21.4301	0.00441622	32.1879	0.00392623
631	-31.5615	0.00408036	40.1152	0.00341884	-21.4467	0.00454249	32.2016	0.00404318
632	-31.5821	0.00401194	40.1242	0.00345222	-21.4589	0.00452337	32.2097	0.00399241
633	-31.6096	0.00423432	40.1428	0.00367275	-21.4724	0.00455421	32.2267	0.00405137
634	-31.6297	0.00405813	40.1409	0.00346066	-21.4882	0.00465448	32.2249	0.00417018
635	-31.6543	0.00427458	40.1598	0.00371381	-21.5125	0.00439608	32.2484	0.00393194
636	-31.6739	0.00407027	40.1641	0.00344714	-21.5279	0.00483061	32.2505	0.00413028
637	-31.6954	0.00450169	40.1826	0.00387049	-21.5412	0.00466601	32.2618	0.00405196
638	-31.7206	0.00467609	40.1895	0.00390124	-21.5564	0.00468485	32.2671	0.00399896
639	-31.7453	0.00463429	40.2053	0.00381421	-21.5666	0.00450686	32.2848	0.00389994
640	-31.7653	0.00463206	40.2066	0.00380858	-21.5787	0.00429163	32.2885	0.00384567
641	-31.7793	0.00448167	40.2155	0.00364976	-21.5874	0.00415393	32.2987	0.00385079
642	-31.8005	0.00409013	40.2286	0.00336703	-21.608	0.00404767	32.3117	0.00378905
643	-31.8204	0.00490929	40.2378	0.00357476	-21.619	0.00427117	32.3226	0.00393053
644	-31.8358	0.00421751	40.2465	0.00347757	-21.6358	0.00431933	32.3263	0.00394192
645	-31.8568	0.00445721	40.2563	0.00364767	-21.6504	0.00453341	32.3386	0.00406599
646	-31.8786	0.00412475	40.2677	0.00347349	-21.6639	0.00453885	32.3474	0.0040076
647	-31.8996	0.00425233	40.2777	0.00368264	-21.6802	0.00487048	32.355	0.00410559
648	-31.9151	0.00434107	40.2831	0.00366597	-21.6916	0.0046953	32.3627	0.00405246
649	-31.9344	0.00410313	40.2974	0.00349947	-21.7061	0.00451388	32.3716	0.00398581
650	-31.9487	0.00449198	40.3029	0.00373808	-21.7152	0.00472347	32.3805	0.00407677
651	-31.9749	0.00439091	40.3093	0.00369626	-21.7259	0.00467663	32.3898	0.00407892
652	-31.9967	0.00446802	40.3225	0.00368847	-21.7442	0.00446507	32.4021	0.00396291
653	-32.0079	0.00453194	40.3288	0.00378418	-21.7517	0.00434658	32.4109	0.00395681
654	-32.0254	0.00444056	40.3346	0.00367493	-21.7687	0.00445521	32.417	0.00396751
655	-32.0486	0.0044626	40.3441	0.00376032	-21.7828	0.00440575	32.4302	0.00394283
656	-32.0643	0.00439731	40.3512	0.00370902	-21.7966	0.00433115	32.432	0.0039429
657	-32.0768	0.00420168	40.361	0.00353611	-21.8084	0.00425755	32.4413	0.0038831
658	-32.0952	0.00410308	40.3687	0.00337259	-21.8194	0.0042303	32.448	0.00387283
659	-32.1122	0.00439728	40.3759	0.00365228	-21.8285	0.00445578	32.4565	0.00393533
660	-32.1272	0.0043234	40.3828	0.00365815	-21.8351	0.00435329	32.4635	0.00388475
661	-32.1496	0.00420893	40.394	0.00356296	-21.8425	0.00438258	32.4761	0.00390331
662	-32.1704	0.00399153	40.399	0.00336788	-21.8581	0.00453923	32.4839	0.00400897
663	-32.1811	0.0042842	40.4099	0.00367241	-21.868	0.00467522	32.4929	0.00411828
664	-32.1971	0.00423805	40.4157	0.00367629	-21.8816	0.00465995	32.4986	0.00414887
665	-32.2154	0.00441038	40.4283	0.00379743	-21.9031	0.00468968	32.5045	0.00409485
666	-32.2297	0.00418838	40.4332	0.00349731	-21.916	0.00474487	32.5112	0.00408048
667	-32.2438	0.00446934	40.4445	0.00380306	-21.9294	0.00450095	32.5183	0.00399262
668	-32.2653	0.00454347	40.4481	0.00389129	-21.9389	0.00470969	32.5226	0.00406798
669	-32.283	0.00441482	40.456	0.00372654	-21.9478	0.00446304	32.5349	0.00393271
670	-32.2949	0.00449645	40.4626	0.00371469	-21.9527	0.00440053	32.542	0.00385904
671	-32.3699	0.00427478	40.4929	0.00357491	-21.9999	0.00430348	32.573	0.00393131
672	-32.701	0.00447419	40.6345	0.0037294	-22.2283	0.00431128	32.7149	0.0039132
673	-33.0347	0.00465836	40.7751	0.00373283	-22.4648	0.00431941	32.8476	0.00390262
674	-33.3052	0.00475839	40.9016	0.00383061	-22.6434	0.00434859	32.9781	0.00400199
675	-33.5441	0.00464484	41.0094	0.0037694	-22.8264	0.00435791	33.089	0.00397912
676	-33.7553	0.00426575	41.1262	0.00345906	-22.986	0.00432486	33.2049	0.0039681
677	-34.0913	0.00464804	41.2693	0.00380178	-23.2157	0.00439887	33.3507	0.00408484
678	-34.458	0.00416724	41.4403	0.00332407	-23.4742	0.00422612	33.5226	0.00401092
679	-34.7734	0.00460827	41.5664	0.00382595	-23.6847	0.00425858	33.655	0.00400006
680	-34.9976	0.00532122	41.6679	0.00384392	-23.8458	0.00442177	33.7603	0.00420193
681	-35.2571	0.00511204	41.7779	0.00390651	-24.0348	0.00413085	33.8713	0.00396897
682	-35.6442	0.00418359	41.93	0.00364293	-24.3076	0.00451426	34.0319	0.00419581
683	-36.1404	0.0041775	42.1333	0.00351145	-24.6601	0.00441153	34.2398	0.00418669
684	-36.5673	0.00473249	42.2989	0.0036224	-24.9591	0.00441743	34.4199	0.00411827
685	-36.8919	0.00494425	42.4296	0.00386605	-25.1875	0.00399092	34.5578	0.00386207
686	-37.2044	0.00453796	42.5421	0.00364889	-25.4122	0.00395885	34.6821	0.00387054
687	-37.6128	0.00484528	42.6909	0.00386197	-25.7008	0.00405383	34.8461	0.00390739
688	-37.9757	0.00507146	42.8237	0.00387999	-25.9534	0.00378054	34.9867	0.00366993
689	-38.2573	0.00539051	42.9228	0.00410208	-26.1644	0.00428378	35.0996	0.00416453
690	-38.53	0.00541852	43.0207	0.00412726	-26.3543	0.00400945	35.2112	0.00396262
691	-39.0178	0.00511365	43.1808	0.00405422	-26.6913	0.00435217	35.3867	0.00410319
692	-39.4681	0.00484396	43.3303	0.00373689	-27.0182	0.00380423	35.5551	0.00376247
693	-39.8341	0.00505344	43.4501	0.00376628	-27.2889	0.00447203	35.6957	0.00429112
694	-40.2815	0.00525971	43.5755	0.0039667	-27.5989	0.00452181	35.8428	0.00426912
695	-40.7376	0.00521575	43.7167	0.00404309	-27.9211	0.00378121	36.011	0.00380587
696	-41.1144	0.00520565	43.8265	0.00416636	-28.196	0.0038735	36.1442	0.00398097
697	-41.4086	0.00504726	43.9112	0.00390082	-28.3978	0.00419557	36.2457	0.00419068
698	-41.6168	0.00417485	43.9688	0.00355449	-28.5544	0.00400785	36.3151	0.00405282
699	-41.7934	0.00441313	44.0195	0.00372217	-28.6779	0.00406835	36.3821	0.00409246
700	-41.9293	0.00453641	44.0558	0.0038386	-28.7815	0.00399814	36.4226	0.00404025
701	-42.1297	0.00398824	44.1131	0.0034937	-28.9258	0.00399696	36.4929	0.00407851
702	-42.4666	0.00494271	44.1896	0.00393694	-29.1644	0.0042795	36.5972	0.00420348
703	-42.7651	0.00501528	44.2613	0.00375942	-29.3862	0.0036112	36.6927	0.0038306
704	-43.014	0.00495873	44.3283	0.00379534	-29.5598	0.00441622	36.7744	0.00429422
705	-43.2096	0.00493413	44.375	0.0039394	-29.7015	0.00410711	36.8372	0.00418188
706	-43.4219	0.00474053	44.4313	0.00377916	-29.8523	0.00419885	36.9062	0.00413106
707	-43.7144	0.00491984	44.4922	0.00393139	-30.071	0.00436711	36.9967	0.00430746
708	-43.9791	0.00476843	44.5526	0.00392695	-30.2512	0.00414477	37.0736	0.00419972
709	-44.1899	0.00479694	44.6025	0.00396038	-30.4094	0.00371098	37.1434	0.0039085
710	-44.3755	0.00497518	44.6368	0.00408375	-30.5369	0.00374639	37.1966	0.00390704
711	-44.5226	0.00508132	44.6729	0.00412762	-30.6439	0.00386052	37.2476	0.00403983
712	-44.6421	0.00508555	44.7053	0.00416811	-30.7382	0.00402262	37.289	0.00405382
713	-44.7523	0.00509154	44.7265	0.00409522	-30.8166	0.00419038	37.3174	0.00419277
714	-44.841	0.00505536	44.7502	0.00406658	-30.8749	0.00415299	37.3443	0.00412136
715	-44.8138	0.00538386	44.7543	0.00445171	-30.8629	0.00429278	37.345	0.00420621
716	-44.7486	0.00496305	44.7394	0.00401515	-30.8173	0.00416337	37.3292	0.00418991
717	-44.7	0.00507455	44.7416	0.00416213	-30.7824	0.00419023	37.3231	0.00424878
718	-44.6775	0.00483276	44.738	0.00403689	-30.7653	0.00396214	37.3156	0.00414784
719	-44.6686	0.00519381	44.7405	0.00422333	-30.7596	0.00423181	37.3179	0.00425272
720	-44.6856	0.00488868	44.7413	0.00403809	-30.7697	0.00417165	37.3228	0.00417891
721	-44.7158	0.00505571	44.7492	0.00410403	-30.7984	0.0041979	37.33	0.00421568
722	-44.8031	0.00512386	44.7625	0.00432847	-30.8599	0.00406807	37.3519	0.00410502
723	-44.9309	0.0051215	44.7802	0.00431467	-30.9516	0.00391669	37.3837	0.00412244
724	-45.0398	0.00505221	44.8004	0.00407788	-31.0233	0.00395357	37.4079	0.00407164
725	-45.1437	0.00488536	44.8153	0.0039414	-31.1001	0.00407588	37.434	0.00412525
726	-45.2222	0.00503386	44.831	0.00410928	-31.1501	0.00413633	37.4604	0.00411722
727	-45.2985	0.00474218	44.8455	0.00393215	-31.209	0.00402582	37.4812	0.0039923
728	-45.361	0.0051099	44.86	0.00408774	-31.2607	0.00419459	37.4983	0.00415904
729	-45.4247	0.00473943	44.8703	0.00384635	-31.3014	0.00366086	37.5177	0.00384495
730	-45.479	0.0049925	44.8775	0.00410308	-31.3494	0.00387559	37.5346	0.00396624
731	-45.5396	0.00509569	44.8889	0.00409695	-31.3854	0.00407741	37.5474	0.00408852
732	-45.5846	0.00520775	44.8953	0.00420112				
733	-45.6292	0.00507405	44.9064	0.00412645	-31.4569	0.00381374	37.577	0.00397575
734	-45.681	0.00515289	44.9124	0.00413566	-31.4854	0.00399216	37.5868	0.00398581
735	-45.7227	0.00512141	44.9248	0.00424612	-31.5124	0.00409102	37.6015	0.00414619
736	-45.7659	0.00497439	44.9362	0.00414836	-31.5463	0.00411345	37.6174	0.00412482
737	-45.8149	0.00477239	44.9424	0.00396152	-31.58	0.00383024	37.6284	0.00399489
738	-45.8493	0.00506996	44.9505	0.00423301	-31.6113	0.00380833	37.6381	0.00397713
739	-45.8904	0.00503982	44.9599	0.00417204	-31.6387	0.00409611	37.6514	0.00417961
740	-45.9339	0.00474848	44.9661	0.00392896	-31.668	0.00430623	37.658	0.00441066
741	-45.972	0.00477971	44.9728	0.00405375	-31.6996	0.00391688	37.6725	0.00414544
742	-46.0053	0.00487265	44.9785	0.00408455	-31.7314	0.00369382	37.6792	0.00397956
743	-46.0482	0.00482631	44.9872	0.00400539	-31.7588	0.00392196	37.6932	0.00396876
744	-46.0889	0.00467463	44.993	0.00395831	-31.784	0.00406766	37.7061	0.00411773
745	-46.1189	0.00440082	45.0032	0.00387135	-31.8066	0.00407108	37.7141	0.00421891
746	-46.1559	0.00497268	45.0029	0.00409413	-31.8346	0.00383225	37.7249	0.00400887
747	-46.2019	0.00471982	45.0098	0.00398496	-31.8655	0.00401356	37.7364	0.00410759
748	-46.2272	0.00479127	45.0159	0.00412458	-31.8892	0.00412266	37.7437	0.00411204
749	-46.2705	0.0047255	45.0234	0.00403006	-31.9156	0.00432127	37.7579	0.00431935
750	-46.3063	0.00488662	45.0275	0.00414729	-31.9401	0.00410064	37.7675	0.00412098
751	-46.3431	0.00471198	45.0363	0.00407256	-31.9682	0.00396123	37.7757	0.0041022
752	-46.375	0.00466942	45.0449	0.00406045	-31.9981	0.00410837	37.781	0.00419583
753	-46.4058	0.00486177	45.0526	0.00417875	-32.0236	0.00407238	37.7953	0.00409342
754	-46.4398	0.00472176	45.0539	0.00407452	-32.0434	0.0040029	37.8021	0.00418702
755	-46.48	0.00458649	45.0616	0.00402356	-32.0662	0.00401578	37.8147	0.00418367
756	-46.5062	0.00474416	45.07	0.00413643	-32.0908	0.00384403	37.8249	0.00404258
757	-46.541	0.00498811	45.0754	0.00418336	-32.114	0.00393574	37.8271	0.00400738
758	-46.5782	0.00495237	45.078	0.00421911	-32.138	0.0041675	37.8389	0.00417946
759	-46.6146	0.00427397	45.0851	0.00378231	-32.1621	0.00424968	37.8497	0.00420975
760	-46.6422	0.00461642	45.0943	0.00392985	-32.178	0.00428349	37.8619	0.00432765
761	-46.6713	0.00485658	45.1017	0.00405763	-32.2022	0.00408169	37.8657	0.00419351
762	-46.7027	0.00448838	45.1048	0.00395728	-32.2241	0.0039139	37.8782	0.00404272
763	-46.7399	0.00452968	45.1069	0.00395924	-32.2486	0.00404674	37.8843	0.00405472
764	-46.7594	0.00457309	45.1162	0.00390451	-32.2777	0.0041391	37.8914	0.00413087
765	-46.7929	0.00449254	45.1212	0.00387382	-32.3007	0.00424096	37.9027	0.00423775
766	-46.8216	0.00461164	45.1253	0.00388814	-32.3196	0.00420454	37.9082	0.00424798
767	-46.858	0.00443171	45.1278	0.00383217	-32.3396	0.00385842	37.919	0.00398123
768	-46.8822	0.00440251	45.1378	0.00397523	-32.3636	0.00390057	37.9263	0.00402706
769	-46.908	0.00452937	45.1407	0.00391948	-32.3895	0.00402549	37.9298	0.00414368
770	-46.9328	0.00463594	45.1513	0.00396429	-32.408	0.00398018	37.9466	0.0039605
771	-46.973	0.0044321	45.1473	0.00380648	-32.434	0.00409364	37.9468	0.00415584
772	-46.9986	0.00452589	45.1585	0.0039771	-32.4517	0.00403918	37.9607	0.00407299
773	-47.0251	0.00469682	45.1584	0.00413721	-32.4689	0.0036558	37.965	0.00386441
774	-47.0532	0.00484718	45.1697	0.00407949	-32.4886	0.00403328	37.9712	0.00416025
775	-47.0797	0.00474962	45.1702	0.00405035	-32.5081	0.00417816	37.9812	0.00411814
776	-47.1124	0.00470493	45.1742	0.00400118	-32.5332	0.00414047	37.9898	0.00410786
777	-47.1402	0.0046423	45.1795	0.0040813	-32.5531	0.00421495	38.0028	0.00422018
778	-47.1644	0.00471274	45.1876	0.00410224	-32.5733	0.00423497	38.011	0.00424056
779	-47.1959	0.00481875	45.1935	0.00409007	-32.5925	0.00399626	38.0186	0.00404802
780	-47.2158	0.00492065	45.2011	0.00406886	-32.6078	0.00397051	38.0244	0.00409178
781	-47.2478	0.00462959	45.2022	0.00389944	-32.6312	0.00385722	38.028	0.00395927
782	-47.2752	0.00476102	45.2089	0.00405972	-32.6524	0.00389236	38.0362	0.00401665
783	-47.2963	0.00495594	45.2114	0.00419839	-32.6706	0.0040617	38.0444	0.00409107
784	-47.3202	0.00490611	45.2195	0.00411566	-32.6916	0.00403571	38.0554	0.004127
785	-47.3565	0.00498406	45.2216	0.00411987	-32.713	0.00406184	38.0609	0.0040273
786	-47.3902	0.00478109	45.2249	0.004034	-32.7329	0.00400045	38.0722	0.00409455
787	-47.4099	0.00480208	45.2265	0.00405451	-32.7466	0.00385177	38.0705	0.00399375
788	-47.4253	0.00478325	45.2338	0.00400184	-32.7641	0.00390677	38.0765	0.0040599
789	-47.4576	0.0047632	45.2383	0.00406569	-32.7844	0.00399292	38.0877	0.00407055
790	-47.4889	0.00480949	45.2437	0.0040328	-32.8053	0.00423787	38.0953	0.00419324
791	-47.5186	0.00476015	45.247	0.00397426	-32.8242	0.00410592	38.102	0.00412525
792	-47.5341	0.00453979	45.2496	0.00382139	-32.8361	0.00391429	38.1089	0.00402251
793	-47.5563	0.00487145	45.2546	0.004127	-32.8531	0.00412352	38.1159	0.0041563
794	-47.581	0.00478551	45.2592	0.00410815	-32.8753	0.004007	38.1237	0.00409612
795	-47.6031	0.00457432	45.2633	0.00396836	-32.8879	0.00401938	38.1276	0.00409288
796	-47.6316	0.00467724	45.2696	0.00404568	-32.9085	0.00420602	38.1359	0.00423876
797	-47.6617	0.00464507	45.2692	0.0039304	-32.9294	0.00422128	38.1417	0.00418775
798	-47.674	0.00442903	45.2749	0.00380591	-32.9477	0.00430983	38.1489	0.00430864
799	-47.6915	0.0047885	45.2761	0.00412243	-32.9683	0.00432802	38.1552	0.00427337
800	-47.7124	0.00478346	45.2815	0.00409099	-32.9796	0.00418191	38.1627	0.00417051
801	-47.886	0.00459353	45.2958	0.00399345	-33.1001	0.00413362	38.1931	0.00420011
802	-48.3735	0.00486997	45.3559	0.00414469	-33.453	0.00413231	38.3084	0.00413214
803	-48.8556	0.00473283	45.4149	0.00407751	-33.7969	0.0040927	38.4235	0.00410191
804	-49.2422	0.0054178	45.4827	0.00454383	-34.0844	0.00431666	38.5325	0.00416674
805	-49.509	0.00521179	45.5188	0.00434591	-34.2907	0.00387364	38.6012	0.00395476
806	-49.6979	0.00489349	45.5402	0.0041106	-34.4247	0.00379392	38.6484	0.00386834
807	-49.9792	0.00469873	45.5708	0.00408211	-34.6339	0.00412628	38.7131	0.00412049
808	-50.3494	0.00409027	45.6023	0.0037936	-34.9103	0.00423668	38.7888	0.00422291
809	-50.7746	0.00462351	45.6412	0.00407825	-35.2148	0.00371595	38.8819	0.00390013
810	-51.0959	0.00498016	45.6737	0.00447423	-35.4583	0.00400727	38.9571	0.00409179
811	-51.345	0.00461944	45.6951	0.00423132	-35.6433	0.00398605	39.0149	0.004005
812	-51.5371	0.00434263	45.709	0.0039455	-35.7779	0.00392528	39.059	0.00393957
813	-51.8283	0.00449429	45.7219	0.00399376	-35.9869	0.00378613	39.1105	0.00390114
814	-52.1739	0.00461767	45.7505	0.00416463	-36.254	0.0036933	39.1832	0.00386967
815	-52.4774	0.00487848	45.7715	0.00415752	-36.483	0.00388167	39.2451	0.00394391
816	-52.6973	0.00471133	45.795	0.00412809	-36.6486	0.00387485	39.2982	0.00400412
817	-52.9619	0.00447226	45.8092	0.00409532	-36.8423	0.00400147	39.3448	0.00408465
818	-53.3478	0.00400018	45.8191	0.00378468	-37.1373	0.0036923	39.4191	0.00386961
819	-53.6818	0.00466166	45.8314	0.00412989	-37.3863	0.00363433	39.4762	0.00387321
820	-53.9536	0.00449515	45.8432	0.00410432	-37.591	0.00396222	39.5335	0.00395145
821	-54.1513	0.00414022	45.8528	0.0038915	-37.7336	0.00399265	39.5758	0.00400073
822	-54.5035	0.00437129	45.8594	0.0039613	-38.0018	0.00387755	39.6377	0.00382593
823	-55.0211	0.00427116	45.8666	0.00401472	-38.3876	0.00371992	39.7198	0.00386377
824	-55.4556	0.00428773	45.8619	0.00404678	-38.7144	0.00367277	39.789	0.00387823
825	-55.7877	0.00471191	45.8622	0.00427791	-38.9652	0.00366154	39.8423	0.00381938
826	-56.0372	0.00492778	45.8605	0.00449342	-39.1625	0.00385443	39.8806	0.00397266
